Date,Close,High,Low,Open,Volume
2002-07-01,18.25942039489746,18.521204781755472,17.277731934907727,18.25942039489746,97067
2002-07-02,17.60495948791504,17.60495948791504,17.408622488370693,17.60495948791504,44371
2002-07-03,16.62327003479004,17.146838752207785,16.230594351220297,16.819608731068477,105035
2002-07-04,16.62327003479004,17.604958389220826,16.557824372359605,17.604958389220826,27162
2002-07-05,17.015949249267578,18.193976544424277,16.623273484215346,16.623273484215346,81487
2002-07-08,17.212284088134766,17.212284088134766,17.081391056769696,17.081391056769696,17209
2002-07-09,16.950504302978516,17.015949981806752,16.950504302978516,17.015949981806752,18112
2002-07-10,17.277725219726562,17.277725219726562,16.81960400251947,16.81960400251947,17209
2002-07-11,17.015949249267578,17.277733662298232,16.819612221235207,17.14684231027665,75148
2002-07-12,16.950504302978516,16.950504302978516,16.950504302978516,16.950504302978516,36211
2002-07-15,16.557823181152344,16.62326883887447,16.492377523430218,16.62326883887447,18112
2002-07-16,16.75416374206543,16.75416374206543,16.68871807032873,16.68871807032873,27162
2002-07-17,16.75416374206543,16.950502466262915,16.492381055118624,16.62327239859203,107745
2002-07-18,16.426931381225586,16.426931381225586,16.426931381225586,16.426931381225586,177
2002-07-19,16.426931381225586,17.604958434997968,16.426931381225586,17.604958434997968,86018
2002-07-22,15.510690689086914,16.361487830696817,15.510690689086914,16.361487830696817,86196
2002-07-23,15.707025527954102,15.707025527954102,15.707025527954102,15.707025527954102,2710
2002-07-24,15.052567481994629,15.183460517420766,14.332662623099505,14.332662623099505,22274
2002-07-25,15.118014335632324,15.314353049737996,14.987122998886738,15.314353049737996,29339
2002-07-26,14.463554382324219,14.463554382324219,14.463554382324219,14.463554382324219,9049
2002-07-29,14.659891128540039,15.314351149015007,14.201769797802395,14.332661972796096,24081
2002-07-30,14.659891128540039,14.659891128540039,14.659891128540039,14.659891128540039,0
2002-07-31,14.659891128540039,14.659891128540039,14.659891128540039,14.659891128540039,0
2002-08-01,15.183460235595703,15.183460235595703,15.183460235595703,15.183460235595703,9049
2002-08-02,14.659891128540039,15.968811169489975,14.659891128540039,15.968811169489975,18112
2002-08-05,14.79078483581543,14.79078483581543,14.725339165004442,14.79078483581543,22630
2002-08-06,14.594444274902344,14.594444274902344,14.594444274902344,14.594444274902344,18112
2002-08-07,14.594444274902344,14.594444274902344,14.594444274902344,14.594444274902344,0
2002-08-08,14.594444274902344,14.594444274902344,14.594444274902344,14.594444274902344,0
2002-08-09,14.856232643127441,14.856232643127441,14.856232643127441,14.856232643127441,18112
2002-08-12,14.856232643127441,14.856232643127441,14.856232643127441,14.856232643127441,0
2002-08-13,14.856232643127441,14.856232643127441,14.856232643127441,14.856232643127441,0
2002-08-14,14.856232643127441,14.856232643127441,14.856232643127441,14.856232643127441,0
2002-08-15,14.856232643127441,14.856232643127441,14.856232643127441,14.856232643127441,0
2002-08-16,15.641582489013672,15.641582489013672,15.641582489013672,15.641582489013672,18112
2002-08-19,15.641582489013672,15.641582489013672,15.641582489013672,15.641582489013672,0
2002-08-20,15.57613468170166,15.57613468170166,15.57613468170166,15.57613468170166,36211
2002-08-21,14.98712158203125,14.98712158203125,14.98712158203125,14.98712158203125,28969
2002-08-22,15.248902320861816,15.248902320861816,14.987118025259134,14.987118025259134,17565
2002-08-23,15.248902320861816,15.248902320861816,15.248902320861816,15.248902320861816,0
2002-08-26,15.248902320861816,15.248902320861816,15.248902320861816,15.248902320861816,0
2002-08-27,14.725336074829102,14.987120412123836,14.659890417752168,14.987120412123836,44179
2002-08-28,14.725336074829102,14.725336074829102,14.725336074829102,14.725336074829102,0
2002-08-29,14.725336074829102,14.725336074829102,14.725336074829102,14.725336074829102,0
2002-08-30,14.398106575012207,15.641579229146492,14.070877423894176,14.070877423894176,27162
2002-09-02,14.98712158203125,14.98712158203125,14.790782886487085,14.790782886487085,18112
2002-09-03,14.659891128540039,14.856229818277361,14.528999808039877,14.856229818277361,74244
2002-09-04,14.79078483581543,14.79078483581543,14.398109101962147,14.398109101962147,31693
2002-09-05,14.332663536071777,14.463554016354733,14.332663536071777,14.463554016354733,10870
2002-09-06,14.267215728759766,14.267215728759766,13.939985712313394,14.005432228298801,76051
2002-09-09,14.267215728759766,14.267215728759766,14.267215728759766,14.267215728759766,0
2002-09-10,14.267215728759766,14.267215728759766,14.267215728759766,14.267215728759766,0
2002-09-11,14.267215728759766,14.267215728759766,14.267215728759766,14.267215728759766,0
2002-09-12,14.267215728759766,14.267215728759766,14.267215728759766,14.267215728759766,0
2002-09-13,14.267215728759766,14.267215728759766,14.267215728759766,14.267215728759766,0
2002-09-16,14.267215728759766,14.267215728759766,14.267215728759766,14.267215728759766,0
2002-09-17,14.267215728759766,14.267215728759766,14.267215728759766,14.267215728759766,0
2002-09-18,14.267215728759766,14.267215728759766,14.267215728759766,14.267215728759766,355
2002-09-19,13.350971221923828,13.743647725723713,13.350971221923828,13.743647725723713,24451
2002-09-20,13.285527229309082,13.285527229309082,13.02374371514577,13.089189380063198,32597
2002-09-23,12.958297729492188,13.023743392789742,12.892852066194632,13.023743392789742,28969
2002-09-24,12.500177383422852,12.95829965817222,12.10750163620551,12.95829965817222,86566
2002-09-25,12.434730529785156,12.95829842786337,12.434730529785156,12.95829842786337,18112
2002-09-26,12.434730529785156,12.434730529785156,12.434730529785156,12.434730529785156,0
2002-09-27,12.958297729492188,12.958297729492188,12.958297729492188,12.958297729492188,1807
2002-09-30,12.958297729492188,13.350972563771098,12.958297729492188,13.350972563771098,9049
2002-10-01,12.958297729492188,12.958297729492188,12.958297729492188,12.958297729492188,0
2002-10-02,12.958297729492188,12.958297729492188,12.958297729492188,12.958297729492188,0
2002-10-03,12.958297729492188,12.958297729492188,12.958297729492188,12.958297729492188,0
2002-10-04,12.892850875854492,12.892850875854492,12.892850875854492,12.892850875854492,903
2002-10-07,12.892850875854492,12.892850875854492,12.892850875854492,12.892850875854492,0
2002-10-08,13.023743629455566,13.023743629455566,13.023743629455566,13.023743629455566,903
2002-10-09,12.696512222290039,12.696512222290039,12.696512222290039,12.696512222290039,9049
2002-10-10,12.369284629821777,12.369284629821777,12.369284629821777,12.369284629821777,177
2002-10-11,12.369284629821777,12.369284629821777,12.369284629821777,12.369284629821777,0
2002-10-14,12.107500076293945,13.02374365325157,12.107500076293945,13.02374365325157,13581
2002-10-15,12.107500076293945,12.107500076293945,12.107500076293945,12.107500076293945,0
2002-10-16,12.238391876220703,12.892851919736126,12.172945359173019,12.892851919736126,4709
2002-10-17,12.042054176330566,12.042054176330566,12.042054176330566,12.042054176330566,4531
2002-10-18,12.042054176330566,12.042054176330566,12.042054176330566,12.042054176330566,0
2002-10-21,12.827404975891113,12.827404975891113,12.827404975891113,12.827404975891113,9049
2002-10-22,12.042054176330566,12.10749983965786,12.042054176330566,12.10749983965786,9049
2002-10-23,11.845717430114746,11.845717430114746,11.845717430114746,11.845717430114746,10870
2002-10-24,11.911163330078125,12.369285588192136,11.911163330078125,12.369285588192136,18112
2002-10-25,11.911163330078125,11.911163330078125,11.911163330078125,11.911163330078125,0
2002-10-28,11.911163330078125,11.911163330078125,11.911163330078125,11.911163330078125,0
2002-10-29,11.714822769165039,11.714822769165039,11.714822769165039,11.714822769165039,36211
2002-10-30,11.714822769165039,11.714822769165039,11.714822769165039,11.714822769165039,0
2002-10-31,11.714822769165039,11.714822769165039,11.714822769165039,11.714822769165039,0
2002-11-01,11.714822769165039,11.714822769165039,11.714822769165039,11.714822769165039,0
2002-11-04,11.714822769165039,11.714822769165039,11.714822769165039,11.714822769165039,0
2002-11-05,11.714822769165039,11.714822769165039,11.714822769165039,11.714822769165039,0
2002-11-06,11.714822769165039,11.714822769165039,11.714822769165039,11.714822769165039,0
2002-11-07,11.845717430114746,12.369285348755733,11.780271760719746,12.369285348755733,17209
2002-11-08,12.238391876220703,12.238391876220703,11.845716191908878,11.845716191908878,35308
2002-11-11,11.976607322692871,11.976607322692871,11.845715999708396,11.845715999708396,3628
2002-11-12,12.892850875854492,12.892850875854492,11.976606547320046,11.976606547320046,7242
2002-11-13,11.780272483825684,11.845718157237922,11.780272483825684,11.845718157237922,11774
