Date,Close,High,Low,Open,Volume
2020-10-05,24.210620880126953,26.045290984321554,22.560296476131782,24.14039434536828,85461150
2020-10-06,23.372291564941406,24.065780080782748,22.959710870592357,24.052611454030906,27213840
2020-10-07,23.31084442138672,23.7014796514526,23.043105216690027,23.078219323557096,8200870
2020-10-08,23.776092529296875,23.995550654947387,23.223058789363936,23.44251691501445,7381890
2020-10-09,24.12722396850586,24.228174493245884,23.70147472015376,23.77608967022283,5568770
2020-10-12,23.6532039642334,24.3071901213495,23.26256864543914,24.140401424512312,4409010
2020-10-13,23.68391990661621,23.87704412377321,23.086993552371993,23.3810683038008,3690770
2020-10-14,22.98165512084961,23.613693918171172,22.876314484129708,23.451295374463417,2318030
2020-10-15,22.58224105834961,23.363511435834315,22.384728413948253,23.08699373367242,2159480
2020-10-16,21.515674591064453,22.867535758796752,21.331328896995327,22.56907257741444,2295420
2020-10-19,20.703678131103516,21.796580299813453,20.567615168973102,21.682462814704145,3094110
2020-10-20,19.72051239013672,20.79146771671365,19.64589573752154,20.703684108950576,2973100
2020-10-21,20.97580909729004,21.40155674373201,19.505438577524938,19.505438577524938,12587030
2020-10-22,20.97580909729004,21.4717832804681,20.457887760986626,20.936306565730195,3926320
2020-10-23,21.072370529174805,21.326942783265103,20.68173529557598,21.195268229988265,3833930
2020-10-26,21.836082458496094,22.051152148059963,21.08553610648609,21.155762636364233,3202840
2020-10-27,26.203298568725586,26.203298568725586,23.43812672815972,23.43812672815972,47099480
2020-10-28,27.726337432861328,29.48639245199031,24.47835833693207,26.85289507318319,70459910
2020-10-29,28.595394134521484,28.964082174290688,26.067235616585457,26.334974794893423,19771900
2020-10-30,31.018205642700195,33.26984778966516,28.70511884708166,28.7885106442052,44629840
2020-11-02,28.060291290283203,31.444582136580234,27.918169026810634,31.413492997335048,9333390
2020-11-03,26.55023765563965,29.215032389442946,26.337054280243088,27.758278477117685,8487520
2020-11-04,27.509565353393555,28.673191983043267,25.817421679544502,26.563564385608842,7689060
2020-11-05,27.642805099487305,28.42447748485935,27.074314397713117,27.99811072920187,2887050
2020-11-06,27.673892974853516,28.197969390132275,27.451826754624577,27.704982110147103,3594190
2020-11-09,29.712465286254883,30.440842323967786,27.4607136196198,27.718309591728264,21202530
2020-11-10,29.121768951416016,30.7250876059596,28.6909598685522,30.19212994190959,7219910
2020-11-11,29.494834899902344,30.094412974192377,28.72204206876629,29.108438484334314,5057390
2020-11-12,30.027793884277344,30.51189660685276,29.010730212254046,29.57921918089589,5173050
2020-11-13,31.284685134887695,32.341718952525824,29.779076676102758,29.779076676102758,9156100
2020-11-14,31.249162673950195,31.533407200170547,30.78726447172662,31.17809984816409,1494470
2020-11-17,31.044857025146484,31.666643094633283,30.645137167014866,30.916058215945103,6321940
2020-11-18,31.195865631103516,31.52896500375307,30.96936049739449,31.129245078881198,2049700
2020-11-19,31.875377655029297,32.80805831210571,30.80946271287505,30.80946271287505,5471300
2020-11-20,31.95977210998535,32.33284514649836,31.413491069844447,31.75547158055802,2595000
2020-11-23,31.648881912231445,32.323961800264996,31.600027067677352,31.977539003217387,1786660
2020-11-24,31.520084381103516,31.977540318505984,31.400166707370342,31.648883214001838,1408720
2020-11-25,31.31133460998535,32.31063252306999,31.24471407142077,31.5200773828724,2732230
2020-11-26,31.258041381835938,31.835414936456036,31.222513360190856,31.617790979359683,1341420
2020-11-27,31.78212547302246,32.004191756961326,31.22252087718958,31.293580326049472,2493630
2020-12-01,31.13812828063965,31.70217503635947,31.111481416287152,31.364636793021546,1539720
2020-12-02,31.111478805541992,31.440135862670193,30.97823771803676,31.21806964246921,1193450
2020-12-03,30.991561889648438,31.364634910500822,30.867205345518204,31.23583609309117,1190370
2020-12-04,30.898298263549805,31.266929056243747,30.836119983873974,31.009331389894093,1269820
2020-12-07,33.82957458496094,36.24121440032327,31.09371991460135,31.26693133323547,11327330
2020-12-08,32.11521530151367,34.233728914725894,31.97753533092434,34.1449003946186,3784600
2020-12-09,31.853185653686523,33.576418653482406,31.733267972822013,32.492737582397794,4783120
2020-12-10,32.03971481323242,32.754768331963064,31.422370976086597,32.00418340384491,2918650
2020-12-11,31.528968811035156,32.617095592831056,31.462348250768066,32.24402248841284,2178750
2020-12-14,31.62666893005371,32.32395668748774,31.488988965430494,32.23068928676284,1642190
2020-12-15,31.84429168701172,32.40834173188398,31.364631270808722,31.373512427875262,1846410
2020-12-16,32.01750946044922,32.310638529238076,31.711060347625022,31.88871402066718,2135630
2020-12-17,31.768787384033203,32.24400887691669,31.711051396687722,31.711051396687722,751650
2020-12-18,30.911611557006836,32.146298974802264,30.471921469678904,31.817641977397816,4243730
2020-12-21,29.716899871826172,31.08482505919799,28.13134567920855,30.911613697997318,4980250
2020-12-22,28.948558807373047,30.272075254449696,27.984790324073344,29.71690958492234,3487170
